id,title,body,creationDate,tags
"19398","Recarregar form.custom.inpval após salvar form","<p>Estou desenvolvendo um sistema em web2py e tenho a seguinte dúvida:</p>

<p>Fiz um custom form que possui um campo que envia uma imagem com preview. O código é assim:</p>

<pre><code>{{=data['form'].custom.begin}}

    {{dsp = data['form'].custom.dspval}}
    {{inp = data['form'].custom.inpval}}
    {{lbl = data['form'].custom.label}}
    {{wid = data['form'].custom.widget}}

    .
    .
    .
    {{=B(lbl.logo)}}
    {{=wid.logo}}
    {{if inp.logo != '':}}
        &lt;br /&gt;&lt;img src=""{{=URL('static', 'upload/empresa/logo/'+inp.logo)}}"" width=""120"" /&gt;
    {{pass}}
    .
    .
    .

{{=data['form'].custom.end}}
</code></pre>

<p>O db.py é assim:</p>

<pre><code>.
.
Field('logo',
    label='Logo',
    type=""upload"",
    uploadfolder=os.path.join(request.folder,'static/upload/empresa/logo'),
    autodelete=True
),
.
.
</code></pre>

<p>Quando processo o form, o web2py não atualiza o valor do <code>inp.logo</code>, apenas quando dou reload na view.</p>

<p>O <code>wid.logo</code> traz o input, então não serve como preview da imagem. Como devo fazer para recarregar o <code>inp.logo</code>?</p>

<p>Agradeço desde já.</p>
","2014-06-06 03:45:23","<python><web2py>"
"21501","Erro em eventos de teclado no Allegro","<p>Estou fazendo um trabalho do meu curso usando Allegro, como indicado.</p>

<p>Preciso capturar os eventos de teclas soltas no teclado, para tal utilizei o seguinte:</p>

<pre><code>al_wait_for_event(evento, &amp;ev);
if(ev.type == ALLEGRO_EVENT_KEY_UP){
   if (ev.keyboard.keycode==ALLEGRO_KEY_A || ev.keyboard.keycode==ALLEGRO_KEY_LEFT)
       cmd='a';
   else if (ev.keyboard.keycode==ALLEGRO_KEY_W || ev.keyboard.keycode==ALLEGRO_KEY_UP)
            cmd='w';
   else if (ev.keyboard.keycode==ALLEGRO_KEY_D || ev.keyboard.keycode==ALLEGRO_KEY_RIGHT)
            cmd='d';
   else if (ev.keyboard.keycode==ALLEGRO_KEY_S || ev.keyboard.keycode==ALLEGRO_KEY_DOWN)
            cmd='s';
}
</code></pre>

<p>Mas o evento retorna o valor da tecla 6 vezes ao invéz de apenas uma!</p>

<p>No código eu ainda havia incluído (anteriormente) essas clausulas:</p>

<pre><code>al_install_keyboard();
[...]
al_register_event_source(evento, al_get_keyboard_event_source());
</code></pre>

<p>No que estou errando?</p>
","2014-06-16 05:34:46","<c><eventos><teclado>"
"22156","Usar regex no patsub","<p>O make tem a função <code>patsub</code> para substituir, ou remover, padrões de texto em uma string. A <a href=""http://www.gnu.org/software/make/manual/make.html#Text-Functions"" rel=""nofollow"">documentação</a> só conta com exemplos contendo trechos fixos de texto.</p>

<p>O make conta com alguma forma nativa de aplicar regex a uma string? Algo como:</p>

<pre><code>$(patsubst [0-9]+,,""arquivo1 arquivo2 arquivo3"")
</code></pre>

<p>Que substituiria todos os números por nada, retornando:</p>

<pre><code>""arquivo arquivo arquivo""
</code></pre>
","2014-06-23 04:32:47","<makefile>"
"21793","O que é Sargable argument?","<p>Em consultas a banco de dados qual é o conceito de um <em>sargable argument</em> (Search ARGument Able)?</p>
","2014-06-18 15:52:32","<banco-de-dados><query>"
"22331","Problema de permissão ao instalar MediaWiki no Sql Server","<p>Estou tendo problemas ao tentar instalar a MediaWiki usando Sql Server.</p>

<p>Ocorre o seguinte erro:</p>

<blockquote>
  <p>[SQLSTATE 42000][Error Code 2760][Microsoft][SQL Server Native Client 11.0][SQL Server]The specified schema name ""dbo"" either does not exist or you do not have permission to use it. [SQLSTATE 42000][Error Code 2759][Microsoft][SQL Server Native Client 11.0][SQL Server]CREATE SCHEMA failed due to previous errors.</p>
</blockquote>

<p><img src=""http://i.stack.imgur.com/I0gMj.png"" alt=""Print do erro MediaWiki + Sql Server""></p>

<p>O erro acontece usando tanto as contas <code>Windows authentication</code> como o <code>sa</code> em <strong>User account for installation</strong>.</p>

<p>Nota: mesmo após esse erro, a tabela que defini é criada.</p>

<p>O que posso fazer quanto a isso?</p>
","2014-06-24 17:42:10","<sql-server>"
"22829","Criar Índice Remissivo em Java gerando arquivo HTML?","<p>Estava precisando criar um índice remissivo com um livro passado por parâmetro (<code>File</code>, <code>BufferedReader</code>).</p>

<p>Ate agora não consegui bons resultados, tenho apenas um código que gera um <code>TreeSet</code> com todas as palavras do texto passado por parâmetro. Estou tentando a 3 semanas fazer o código que pegue as palavras e guarde as linhas aonde elas aparecem e gere o arquivo HTML do índice remissivo.</p>

<p><code>Read</code> é um <code>LineNumberReader</code>, palavras é um <code>TreeSet</code>.</p>

<p>Tenho encontrado problemas na hora de percorrer a lista gerada pelo metodo split e comparar com o texto palavra por palavra (este é o código que não consigo elaborar).</p>

<pre><code>    while((line = read.readLine()) != null){
        line = line.replaceAll(""[^a-zA-Z]"", "" "").toLowerCase();
        split = line.split("" "");

        for(String s : split){
            if(s.length() &gt;= 1 &amp;&amp; !palavras.contains(s)){
                palavras.add(s);
            }
        }           
    }

    path.close();
    read.close();

    }catch(FileNotFoundException e){
        e.getStackTrace();
        System.out.println(""Caminho para o arquivo invalido!"");

    }catch(IOException ex){
        ex.getStackTrace();
    }

    return palavras;  
}
</code></pre>
","2014-06-28 23:18:49","<java>"
"22847","Como fazer um sistema de connect em WinAPI?","<p>Eu estudo Qt há muito tempo, em relação a WinAPI. Como eu posso emular o sistema de <code>emit, slot, signal e connect</code> do Qt no WinAPI, sem ter que usar o ""WinProc"" bruto de sempre.</p>
","2014-06-29 16:01:01","<c++><windows><winapi>"
"23702","Como fazer um download HTTP em WinAPI? Qual é a maneira correta de passar as informações?","<p>Eu fiz uma classe chamada http_download.</p>

<pre><code>class http_download
{
    private:
    std::wstring url_;
    std::wstring cache;
    HINTERNET internet_connection;
    HINTERNET session;
    HINTERNET request;
    std::wstring host;
    std::wstring object;
    DWORD read_bytes__;
    DWORD file_size_;
    bool index_file;

    public:
    http_download(std::wstring _url_)
    {
        this-&gt;set_url(_url_);
    }
    void set_url(std::wstring _url_)
    {
        read_bytes__ = 0;
        this-&gt;url_ = _url_;
        std::wstring url_copy(this-&gt;url_);

        this-&gt;index_file = (url_copy.find(L'/') == std::wstring::npos) || (url_copy.find(L'/') == (url_copy.size() - 1));

        if(!index_file)
        {
            this-&gt;host = url_copy.substr(0, url_copy.find(L'/'));
            this-&gt;object = url_copy.substr(url_copy.find(L'/')+1, url_copy.size());
        }
    }
    bool connect()
    {
        session = InternetOpenW(0, INTERNET_OPEN_TYPE_PRECONFIG , 0, 0, 0);
        if(session)
        {
            this-&gt;internet_connection = InternetConnectW(session, host.c_str(), INTERNET_DEFAULT_HTTP_PORT, 0, 0, INTERNET_SERVICE_HTTP, 0 ,0);
            if(!internet_connection) return false;
            else
            {
                request = HttpOpenRequestW(internet_connection, L""GET"", this-&gt;object.c_str(), NULL, NULL, (const wchar_t**)L""*/*\0"", 0, 0);
                if(request)
                {
                    HttpSendRequestW(request, NULL, 0, NULL, 0);
                    DWORD buffer_size = sizeof(this-&gt;file_size_);
                    if(!HttpQueryInfoW(request, HTTP_QUERY_CONTENT_LENGTH | HTTP_QUERY_FLAG_NUMBER, &amp;this-&gt;file_size_, &amp;buffer_size , 0))
                        this-&gt;file_size_ = 0;
                    return true;
                }
                return false;
            }
        }
        else return false;
    }

    bool download()
    {
        DWORD read_bytes_ = 0;
        wchar_t buffer;
        InternetReadFile(internet_connection, &amp;buffer, 1, &amp;read_bytes_);
        if(!read_bytes_)
        {
            this-&gt;read_bytes__ = 0;
            return false;
        }
        this-&gt;read_bytes__ += read_bytes_;
        cache.push_back(buffer);
        return true;
    }
    const DWORD read_bytes() const
    {
        return read_bytes__;
    }
    const DWORD download_size() const
    {
        return file_size_;
    }
    const wchar_t* get_cache() const
    {
        return cache.c_str();
    }
};
</code></pre>

<p>Utilizei métodos próprio de HTTP. Quando revisei o código, não vi nenhum erro; porém, persisto em receber o erro 123, ou <code>ERROR_INVALID_NAME</code>, pois não conheço a maneira correta de passar a string da URL para as funções. Como isso deve ser feito?</p>
","2014-07-07 15:21:14","<c++><http><winapi>"
"23733","Como testar name-based virtual servers/SNI numa máquina local?","<p>Estou migrando do Apache pro nginx, e de um certificado ""curinga"" (<em>wildcard certificate</em> - um único certificado para vários domínios) para <a href=""http://en.wikipedia.org/wiki/Server_Name_Indication"" rel=""nofollow"">SNI</a>. Gostaria de testar a nova configuração localmente (de preferência via Vagrant - meu server usa FreeBSD e minha máquina local usa Windows 7, mas isso é por minha conta, não faz parte da pergunta). É possível?</p>

<p>Esclarecendo: posso acessar minha instalação local via <code>localhost</code> ou <code>127.0.0.1</code> ou usando o IP da minha máquina. Gostaria entretanto de testar usando diferentes nomes de domínio - como se fosse um único servidor hospedando diversos sites - ainda que não necessariamente os mesmos que serão usados em produção (mas de preferência sim, pois simplificaria os testes do SNI). Já que o objetivo é verificar se os servidores virtuais <em>name-based</em> e seus certificados estão funcionando corretamente (i.e. a configuração do webserver também é por minha conta).</p>
","2014-07-07 19:05:50","<testes><domínio><webserver>"
"28784","profiling php (debug + tempo de execução)","<p>Alguém utiliza profiling de códigos php, sem ser com zend studio?</p>

<p>O problema do zend studio é a licença... mas é muito boa essa funcionalidade, existe algo open source que não seja tão complicado quanto xdebug e suas muitas configurações, ou seja, que esta funcionalidade seja do software IDE, que não precise de ajustes em php.ini e etc...</p>

<p>Achei uma alternativa interessante
<a href=""http://www.phpmetrics.org/"" rel=""nofollow"">http://www.phpmetrics.org/</a></p>

<p>Segue imagem de exemplo do profiling zend studio</p>

<p><img src=""http://www.onlamp.com/onlamp/2008/03/11/images/Zend%20Studio%206.0%20-%20Profiler.jpg"" width=""600"" height=""412""></p>
","2014-08-13 00:28:19","<php><memória><depuração>"
"29223","Configuração de zoom e drag em area SVG","<p>Estou tentando fazer um sistema cria um gráfico de uma função matemática, e estou lhe desenvolvendo em <code>svg</code>. Porém estou encontrando algumas dificuldades, a primeira delas é a falta de automação, pois como sabemos, um um gráficos destes é infinito, e não consigo imaginar um jeito de realizar esta façanha. Queria algo apenas semelhante ao que acontece no <a href=""https://www.google.com.br/search?q=x%5E2+%2B+x+-2&amp;oq=x%5E2+%2B+x+-2&amp;aqs=chrome.0.69i59j69i57.4524j0j7&amp;sourceid=chrome&amp;es_sm=122&amp;ie=UTF-8"" rel=""nofollow"">exemplo do Google</a>. Nele podemos perceber que algo arrastarmos ou darmos um zoom, os valores numéricos de adequam. No meu caso estou fazendo os números manualmente. Se alguém tiver alguma dica, por favor, me avise. </p>

<p>Meu exemplo está <a href=""http://jsfiddle.net/SamirChaves/by7ouL9o/"" rel=""nofollow"">aqui</a></p>

<p>Resumo do que eu estou necessitando, que ao dar zoom ou arrastar os números se adequem e que as espessuras das linhas continuam as mesma, porém em relação a ""infinidade"" presente no gráfico, se não puder ser feita pode ser colocado uma espécie de limitação.</p>
","2014-08-15 23:44:02","<javascript><html><xml><svg>"
